x_position,y_position,z_position
-16.43417759,56.71365132,35.04352185
-16.54901036,57.65051172,34.74674387
-16.61801135,58.63970568,34.5045448
-16.62490598,59.67592932,34.27631487
-16.59557199,60.73552898,34.06291132
-16.62607387,61.75214532,33.90822456
-16.54864744,62.71035391,33.81933612
-16.48732249,63.49341844,33.84511165
-16.50205137,64.14902906,33.87812925
-16.46684659,64.61766903,33.97073102
-16.38423542,64.92153544,34.08130666
-16.32665005,65.1209351,34.20168213
-16.27338685,65.25956397,34.26805266
-16.26800176,65.26942451,34.34713994
-16.24787663,65.28631484,34.28590348
-16.2246125,65.2546895,34.27023199
-16.25454283,65.27404905,34.18692303
-16.25587043,65.27160181,34.16710492
-16.21156866,65.33961921,34.10074046
-16.26204794,65.42198787,34.06970642
-16.26017129,65.53366303,34.09724101
-16.32612957,65.6091793,34.20657546
-16.34175901,65.62929559,34.34357523
-16.31082892,65.61278326,34.44620589
-16.28136844,65.51088206,34.51867491
-16.17745944,65.32078891,34.60368159
-16.14880639,65.10631198,34.64893382
-16.04168273,64.75431124,34.75183219
-15.95938128,64.26493841,34.82850677
-15.92425568,63.69917724,34.91058254
-15.83911607,63.12667885,34.99339988
-15.74775419,62.52998831,35.11734882
-15.6572291,61.95678396,35.21724656
-15.6727466,61.4156667,35.24879306
-15.65011916,60.82432777,35.36533589
-15.60730691,60.25259405,35.43880211
-15.63850616,59.7167089,35.50526405
-15.56504268,59.16961019,35.59482364
-15.55295269,58.67802023,35.61567112
-15.56063031,58.16379594,35.65672019
-15.59275434,57.6526382,35.69541755
-15.65491729,57.17051635,35.70931782
-15.58315643,56.70244863,35.76592893
-15.62543794,56.24331267,35.75602444
-15.63434079,55.81086532,35.78508299
-15.66848998,55.38173604,35.81218474
-15.6502007,55.02916677,35.85568204
-15.66626753,54.7875462,35.87021453
-15.72479346,54.73720244,35.83047037
-15.69656168,54.78957948,35.848642
-15.736795,54.92639338,35.79792032
-15.75150856,55.05999187,35.74812023
-15.77662969,55.21837573,35.65535341
-15.79406418,55.47881581,35.49463965
-15.84113048,55.76821067,35.31026788
-15.99880196,56.17500951,35.07316951
-16.10776774,56.79142895,34.82210833
-16.15241617,57.69063391,34.48841352
-16.20669993,58.69767237,34.16241014
-16.19498253,59.72386632,33.85255153
-16.21272125,60.72987386,33.60101626
-16.1421685,61.7055054,33.41276361
-16.11697827,62.6301916,33.22394544
-16.0853371,63.45185326,33.10370958
-16.02931725,64.13830959,33.01549079
-16.02156466,64.69868389,32.97790204
-15.93726831,65.13089273,33.05759268
-15.88100524,65.43000806,33.12909719
-15.77309146,65.65447277,33.29125162
-15.73782628,65.83470874,33.4752453
-15.67669384,65.99096816,33.70196417
-15.68413656,66.11092116,34.00950637
-15.67085311,66.22199731,34.25679442
-15.73795012,66.29762642,34.36523228
-15.73469242,66.30498099,34.42411612
-15.72966683,66.20546087,34.49567387
-15.72590884,66.04748865,34.53430476
-15.67375815,65.82819465,34.56167033
-15.61590662,65.50858862,34.66023341
-15.58239249,65.13504527,34.74382778
-15.54815342,64.65104142,34.81920539
-15.53301208,63.98247546,34.93279509
-15.49268122,63.22622911,35.03416367
-15.50040335,62.47396183,35.13079153
-15.41470347,61.78600101,35.18106136
-15.44511964,61.06142363,35.26904101
-15.37196513,60.35273875,35.37646799
-15.34918677,59.64751748,35.45945428
-15.35090317,58.99920886,35.53456726
-15.38070977,58.37941285,35.58416682
-15.35301231,57.81032421,35.67036721
-15.31900512,57.31431598,35.66824605
-15.37637699,56.8335638,35.70168939
-15.35547047,56.39898389,35.75352851
-15.36025416,55.99477553,35.80159694
-15.39694357,55.64713949,35.82370133
-15.40351436,55.29751715,35.86671832
-15.39882977,55.05142491,35.86199879
-15.36498738,54.83049759,35.87679212
-15.40217109,54.62037662,35.90906331
-15.40185345,54.48326887,35.89681648
-15.41182628,54.48107549,35.85555011
-15.3836046,54.53335495,35.87381279
-15.39778897,54.6399899,35.82585443
-15.44317541,54.7759255,35.75458497
-15.5302194,54.96604053,35.61702171
-15.63786246,55.18731083,35.4972985
-15.7511375,55.46143405,35.35329084
-15.90506525,55.84299158,35.13904255
-16.12296191,56.54106974,34.7359223
-16.21568731,57.43482517,34.27796206
-16.32676239,58.33373492,33.89698694
-16.44438609,59.25787987,33.53003501
-16.47307668,60.27714159,33.15320145
-16.47648917,61.22358283,32.90434466
-16.46672413,62.12242891,32.74026015
-16.37889777,62.88713332,32.6506004
-16.2878277,63.52659044,32.65413471
-16.2458862,64.01643511,32.73131954
-16.11004454,64.39222227,32.82144186
-16.0682049,64.6540877,33.02230376
-15.98184181,64.85431451,33.18849051
-15.9182588,65.00789441,33.39868682
-15.90644407,65.16140778,33.56534553
-15.84638976,65.28397604,33.73604708
-15.86250436,65.46234691,33.85692701
-15.87676177,65.64581164,34.01677546
-15.96056867,65.79110989,34.23778331
-15.92948337,65.93924061,34.36130996
-15.89571597,65.95635864,34.51962336
-15.90825594,65.8449596,34.69110408
-15.88036087,65.71084363,34.72754164
-15.82658132,65.49349199,34.77439381
-15.7735458,65.24665469,34.80451541
-15.71800361,64.94818008,34.86012737
-15.66280932,64.59318829,34.90168546
-15.62479856,64.13941944,35.0126357
-15.51218308,63.59281353,35.11498561
-15.44839111,62.99440366,35.19971894
-15.47986457,62.40865219,35.29848307
-15.49036375,61.81509351,35.35690335
-15.49518315,61.2518021,35.45110575
-15.46738235,60.68827047,35.58518469
-15.4000388,60.11045335,35.63971367
-15.40723033,59.56890867,35.68709178
-15.40890341,59.00142849,35.7555734
-15.39410341,58.48195854,35.77854307
-15.3737917,57.93664353,35.82257056
-15.38222634,57.39316035,35.84369462
-15.39160382,56.87709158,35.86121358
-15.39739701,56.38967259,35.89580772
-15.46053399,55.96218303,35.90291893
-15.42385297,55.54919344,35.91117234
-15.45449997,55.17561735,35.95488371
-15.4701836,54.93389897,35.96968484
-15.46589252,54.82504644,35.97660506
-15.4283823,54.76962014,36.02219909
-15.46092729,54.82618444,35.99718676
-15.46307913,54.88061029,35.99372974
-15.48326651,55.01326526,35.92331416
-15.57061632,55.20331351,35.78565256
-15.67388143,55.42582295,35.68627885
-15.81385109,55.73028259,35.5392338
-16.01054705,56.14750785,35.36197756
-16.15788001,56.6931752,35.17649645
-16.29827789,57.49941012,34.88875488
-16.34086099,58.35440959,34.67909884
-16.35540385,59.28350863,34.44030046
-16.30907108,60.23350935,34.21820776
-16.24512866,61.13531614,34.07913454
-16.19788277,61.98863348,33.98146591
-16.16794528,62.74211373,33.9508493
-16.11783433,63.48811167,33.87793695
-16.08778018,64.08122541,33.87852621
-16.10337155,64.57831653,33.94657036
-16.1218219,64.99298359,34.001584
-16.13944365,65.27665347,34.0901214
-16.18712839,65.52652775,34.10047818
-16.28093042,65.73280405,34.15391686
-16.25716609,65.94634445,34.15007189
-16.34966534,66.07545858,34.23174933
-16.34411493,66.19776885,34.3370847
-16.41178623,66.2450132,34.42855454
-16.38161291,66.22904034,34.53068403
-16.27529199,66.1570659,34.68153566
-16.29790677,66.05266378,34.69314647
-16.22321169,65.93781018,34.70926918
-16.12151492,65.74242644,34.75547074
-16.08781475,65.5086448,34.86311552
-16.05678939,65.21328349,34.9180698
-16.00259293,64.91237387,34.95417494
-16.04714671,64.48288382,34.96104429
-16.01730876,63.9640294,34.97898597
-16.00507184,63.37322999,35.06231709
-15.96676917,62.75145341,35.14795526
-15.92965149,62.12639288,35.21190682
-15.88495332,61.45019001,35.31922691
-15.93663091,60.75763795,35.42278399
-15.94675137,60.07975998,35.46357267
-15.8819518,59.41950934,35.50287239
-15.90334114,58.7218345,35.60100353
-15.87901596,58.09735683,35.67220733
-15.93811298,57.50630386,35.69560949
-15.92430456,56.98753336,35.71422796
-15.93305262,56.52787056,35.74691033
-15.90344986,56.09630374,35.83903043
-15.95497703,55.74486162,35.79985564
-15.97407309,55.44743133,35.79835431
-15.9765316,55.25439544,35.76978009
-15.94164855,55.1613077,35.69484757
-16.00183576,55.1650615,35.65173975
-16.03382584,55.22129401,35.62669386
-16.06671817,55.30469166,35.59988113
-16.08897845,55.40821689,35.51058868
-16.16154635,55.51780442,35.41928099
-16.24521514,55.70600682,35.28142639
-16.39718994,55.94840971,35.05552166
-16.53187542,56.26538164,34.78347353
-16.74397589,56.79199484,34.34909079
-16.90374682,57.41410667,33.86486805
-16.9969308,58.10884697,33.39372163
-17.08573808,58.83610297,33.02075946
-17.13126443,59.56266879,32.70883892
-17.13296373,60.37185389,32.47314196
-17.14442422,61.13798727,32.34407898
-17.12526928,61.90558238,32.25568843
-17.09930359,62.60432559,32.27691348
-17.04934299,63.22652851,32.34556063
-16.97825622,63.79413306,32.41771791
-16.93346983,64.31289375,32.51258535
-16.89160626,64.72832179,32.63680108
-16.82878244,65.11313279,32.74257258
-16.76677659,65.3971925,32.89900395
-16.75839421,65.5980157,33.00014631
-16.67230702,65.70256811,33.23631442
-16.58744271,65.77774585,33.45408942
-16.5510801,65.80381513,33.67471611
-16.48770634,65.80609163,33.93815364
-16.45040979,65.80537391,34.15984364
-16.41390886,65.80206072,34.36105304
-16.40632572,65.7908804,34.48204489
-16.34792211,65.72372614,34.63093933
-16.26986294,65.64339599,34.7024927
-16.26522348,65.5145867,34.75727232
-16.23379311,65.33193292,34.83893787
-16.25243216,65.06883305,34.88825963
-16.21800617,64.75131601,34.98492251
-16.18331225,64.26685323,35.05988461
-16.04758415,63.66235538,35.14999234
-15.98213342,62.95673083,35.24639156
-15.96020021,62.17621563,35.36637789
-15.92645079,61.46218152,35.37704346
-15.90366629,60.67698377,35.4715692
-15.83184948,59.88263461,35.54526913
-15.88120888,59.04859965,35.61519165
-15.82245357,58.25909652,35.72208394
-15.79436863,57.46902951,35.78434389
-15.82750619,56.76429748,35.79457264
-15.85069771,56.0353926,35.84486922
-15.83714133,55.38911929,35.94960723
-15.81840861,54.89930455,35.9814626
-15.80111971,54.57419913,36.02259714
-15.77737712,54.48808031,36.00808434
-15.72941367,54.56306014,36.00503337
-15.73846815,54.67060915,35.97767225
-15.7906466,54.85933126,35.88240958
-15.85401686,55.09991026,35.74243571
-15.95884271,55.37633058,35.6396568
-16.05398563,55.72697423,35.47055298
-16.13736267,56.18974417,35.35519212
-16.22277051,56.78765601,35.22926197
-16.24789201,57.57315523,35.15090826
-16.23523374,58.70110848,35.00260065
-16.21452993,59.93707836,34.85952123
-16.30394778,61.02643347,34.75973708
-16.20478657,62.13596188,34.55713424
-16.24109323,63.13009015,34.4169418
-16.24999221,64.01148305,34.28483808
-16.25547904,64.73217623,34.1868508
-16.25884196,65.3201197,34.12143195
-16.23526949,65.80304432,34.10734306
-16.25248131,66.06576166,34.2361622
-16.21601114,66.20090267,34.46030706
-16.10915232,66.24062078,34.63764855
-16.09634768,66.18625145,34.84229443
-16.06642425,66.08419205,34.91472837
-16.01787334,66.02258681,34.90396772
-15.99437709,65.93436651,34.87571283
-15.96846743,65.85124194,34.88640656
-15.93947226,65.74629011,34.93928834
-15.9591196,65.64674901,34.98986559
-15.95123819,65.46633599,35.07053785
-15.9478595,65.30513782,35.0893897
-15.91685379,65.06283008,35.13814676
-15.88430846,64.68321329,35.18240965
-15.79955058,64.16251173,35.24324219
-15.7590218,63.54081183,35.33193713
-15.74424615,62.91859328,35.3979741
-15.62976118,62.28326214,35.46655609
-15.59094385,61.6539341,35.5099503
-15.6222915,61.00792995,35.57066671
-15.57389138,60.32654641,35.65516583
-15.52338344,59.64426507,35.73752997
-15.54010081,58.91793726,35.83938745
-15.48924555,58.23275496,35.89700708
-15.54905672,57.5406563,36.01014392
-15.51286441,56.88829014,36.10082304
-15.47783386,56.2904316,36.18559446
-15.49916479,55.72555259,36.24427556
-15.47716025,55.20768338,36.27933783
-15.45178661,54.71875945,36.33184417
-15.48763284,54.34479771,36.35386007
-15.5499756,54.11173435,36.38648455
-15.52428963,54.10828815,36.38750781
-15.51511526,54.26546883,36.33732235
-15.55940027,54.48395977,36.28160932
-15.65121547,54.75540063,36.13904338
-15.739541,55.0823994,36.01333058
-15.89716421,55.54793664,35.81468227
-16.03149175,56.14546257,35.60700494
-16.21637698,56.88364521,35.38617852
-16.39064739,57.9912826,35.0738724
-16.5803178,59.17553829,34.72864466
-16.56254874,60.34643546,34.50730611
-16.58761957,61.46325964,34.2631559
-16.51354362,62.45244233,34.1919426
-16.48624751,63.28642485,34.15036604
-16.48567937,64.01210871,34.09542575
-16.45777807,64.57870406,34.09623297
-16.45053482,64.96758384,34.17445667
-16.34520475,65.26933078,34.28455156
-16.35940097,65.48153801,34.43969993
-16.36990414,65.64859682,34.65877006
-16.3037855,65.78962313,34.94154527
-16.29598418,65.86176353,35.07139479
-16.33598824,65.82967697,35.19198415
-16.3105784,65.7168337,35.18660138
-16.28017809,65.50182216,35.23275093
-16.20095118,65.22453271,35.26791568
-16.11656518,64.87118963,35.35108044
-16.07816368,64.49846963,35.45407469
-16.0680825,64.09362627,35.49969581
-16.05553833,63.52365937,35.54258012
-16.01442732,62.81442375,35.59919381
-15.99245613,62.02781402,35.68015531
-15.94192969,61.26589823,35.77654105
-15.94897338,60.53022388,35.80543454
-15.9248117,59.82193291,35.87023553
-15.9083734,59.16401006,35.88755556
-15.90425283,58.4870737,35.9642901
-15.88898857,57.88358023,35.97258325
-15.92555606,57.31422184,35.97458576
-15.89962075,56.77023064,36.03597942
-15.93758206,56.33919288,36.04521064
-15.94470707,55.87923143,36.07680204
-15.97972274,55.4773622,36.10259951
-15.98198615,55.12956554,36.16603528
-15.94687443,54.88129022,36.18302963
-15.96038108,54.69564477,36.21469894
-15.98297313,54.61748249,36.2188306
-15.95830768,54.64126145,36.21815455
-15.96038108,54.69564477,36.21469894
-16.00093905,54.83231425,36.16392665
-16.03800212,55.04178496,36.02683356
-16.10875397,55.36199644,35.86093945
-16.23648331,55.76851912,35.66670927
-16.34597595,56.3327435,35.44116415
-16.4822732,57.11568013,35.19760737
-16.5726389,58.07651021,34.89811489
-16.56066284,59.06118041,34.69778143
-16.54380821,59.9876137,34.47774526
-16.53351435,60.89522682,34.33710814
-16.51923179,61.77432814,34.19558949
-16.47090775,62.57535033,34.12035538
-16.54290916,63.25524355,34.07059705
-16.42048835,63.88639846,34.00968101
-16.4696748,64.39913063,33.95379186
-16.49012673,64.83602516,33.96633093
-16.41244459,65.2126535,34.00782437
-16.35739811,65.51643528,34.09594343
-16.25605178,65.8129656,34.16552869
-16.19646663,66.02275854,34.36263136
-16.20998551,66.10435876,34.55131229
-16.15372446,66.14402951,34.68722866
-16.19517126,66.08200969,34.79209389
-16.11613246,65.9478712,34.87000339
-16.06083838,65.73313624,34.93675636
-16.00739125,65.48620767,34.96744294
-16.02365615,65.1423454,35.02642797
-15.99029783,64.76560414,35.09024943
-15.9326473,64.32920854,35.14095582
-15.91803567,63.71126738,35.22875599
-15.85350256,63.00287596,35.30578332
-15.85454475,62.19775454,35.42778471
-15.78072282,61.46316492,35.54235481
-15.81553386,60.73171753,35.57006209
-15.72136026,60.06958974,35.63320522
-15.75312429,59.39357675,35.67103867
-15.68117587,58.73355566,35.72872314
-15.67906104,58.08424789,35.80139126
-15.66096277,57.48310022,35.82817298
-15.6643762,56.91391073,35.87037255
-15.63504166,56.39865867,35.94892294
-15.59232629,55.95933015,35.98067064
-15.6024483,55.58119472,36.00573071
-15.55530731,55.28073055,36.06775945
-15.56107023,55.04140164,36.12385831
-15.56273895,54.95854157,36.10860609
-15.53944171,55.00965586,36.10609798
-15.56928157,55.12187423,36.09800325
-15.56508677,55.27833552,36.02670908
-15.65856647,55.47636488,35.96999626
-15.76799853,55.72492802,35.84795867
-15.87477403,56.05605204,35.74061413
-16.01917189,56.52315207,35.5812956
-16.18508484,57.10238994,35.43260282
-16.38563653,58.03433175,35.23385217
-16.48453198,59.08514681,35.00415208
-16.56815503,60.16315603,34.80818511
-16.66580341,61.21550234,34.62913132
-16.74989744,62.19044314,34.5136666
-16.71024154,63.17503557,34.3765728
-16.78884876,63.98413928,34.26959559
-16.76222857,64.68505614,34.25517475
-16.76221931,65.27812525,34.22924184
-16.83095634,65.64554668,34.28488763
-16.75164034,65.92421536,34.39482626
-16.66995787,66.10154509,34.5555489
-16.65729932,66.21469488,34.77987488
-16.63201894,66.29788011,34.81025933
-16.58051717,66.32771826,34.86763891
-16.60274286,66.27960818,34.89234438
-16.60065202,66.2288558,34.91822603
-16.49741138,66.09255766,34.9973578
-16.46878658,65.93179824,35.03728092
-16.41016495,65.69574117,35.14619398
-16.32468648,65.37573435,35.26568976
-16.26380789,64.97180025,35.35416331
-16.19799929,64.32181152,35.45000804
-16.1068068,63.52725471,35.52058099
-16.00777902,62.57046823,35.62463979
-15.9830872,61.61824304,35.70096508
-15.89962866,60.63474533,35.8174986
-15.87428883,59.70460959,35.86211539
-15.86435436,58.75336501,35.94369459
-15.85964591,57.88186514,35.99393917
-15.87966467,57.01385002,36.03910347
-15.96360786,56.18797787,36.13634804
-15.96546985,55.48147148,36.16398208
-15.95588192,54.83433822,36.24700898
-16.00270092,54.30369603,36.31930801
-16.01558454,53.95416111,36.33989621
-16.02582903,53.79764027,36.38979059
